"pinyinnum","pinyintone","pinyinnone","traditional","simplified","MC","OC","radsup","morph","variant","Kroll","zdic","note"
"qi1~cu4","qī~cù","qi~cu","戚促","戚促","tshek~thsjowk","*s.tʰˤiwk~NA","NA","BR","戚草, 戚促","(med.) urgent, pressing; hastily > transitory, temporary, ephemeral","NA","NA"
"qi1~cao3","qī~cǎo","qi~cao","戚草","戚草","tshek~tshawX","*s.tʰˤiwk~*[tsʰ]ˤuʔ","NA","BR","戚草, 戚促","(med.) urgent, pressing; hastily > transitory, temporary, ephemeral","NA","NA"
"dou3~sou3","dǒu~sǒu","dou~sou","抖擻","抖擞","tuwX~suwX","NA~NA","手","BR","NA","shudder and shake; quake and quiver; ascetic buddhist practices","奮發、振作。三國演義．第五十九回：「目射神光，威風扑擻。」平妖傳．第九回：「腳穿一雙把滑的多耳麻鞋，手提一根檀木棍兒，抖擻精神，飛也似的一般奔去。」近振奮、振作反頹唐亦作「抖搜」、「陡搜」。振動、拂開。唐．孟郊．夏日謁智遠禪師詩：「抖擻塵埃定，謁師見真宗。」儒林外史．第三十八回：「那東西抖擻身上的毛，發起威來。」滌除煩惱。宋．王炎．夜半聞雨再用前韻：「抖擻胸中三斗塵，強欲吟哦無好語。」亦作「斗藪」。","NA"
"kang4~zang3","kàng~zǎng","kang~zang","抗髒","抗髒","khangH~tsangX","*kʰˤaŋ-s~NA","NA","BR","NA","firm and forceful, staunch and strong","NA","cf. 骯髒 kang3zang3 (MC khangX-tsangX)"
"pi1~mi3","pī~mǐ","pi~mi","披靡","披靡","phje~mjeX","*pʰ(r)aj~*m(r)aj","NA","BR","NA","tossed and tumbled on the wind, strewn and scattered; also, overthrown, overturned, discomfited","草木隨風散亂傾倒的樣子。史記．卷一一七．司馬相如傳：「應風披靡，吐芳揚烈。」初刻拍案驚奇．卷三十：「川嶽為之震動，草木盡是披靡。」潰敗逃散的樣子。史記．卷七．項羽本紀：「於是項王大呼馳下，漢軍皆披靡，遂斬漢一將。」","NA"
"jie2~ju4","jié~jù","jie~ju","拮据","拮据","ket~kjo","*kˤi[t]~NA","手","BR","NA","hold onto with difficulty; do everything that one can to X; wear oneself out doing X","辛勞操持。詩經．豳風．鴟鴞：「予手拮据，予所捋荼。」境況窘迫，尤指經濟困難而言。紅樓夢．第一一四回：「手頭不濟，諸事拮据。」近窘迫反富裕、寬裕、裕如","NA"
"jie2~lie4","jié~liè","jie~lie","捷獵","捷猎","dzjep~ljep","*[dz][a]p~*r[a]p","NA","BR","NA","intricately imbricated, interlocked; layered and folded; mish-mash, piled together","參差相接的樣子。文選．王延壽．魯靈光殿賦：「捷獵鱗集，支離分赴。」高顯的樣子。文選．左思．吳都賦：「抗神龍之華殿，施榮楯而捷獵。」","NA"
"yu2~yang2","yú~yáng","yu~yang","揄揚","揄扬","yu~yang","NA~*laŋ","手","BR","NA","hail and proclaim, praise and applaud, accleam and extol","稱揚、讚譽。文選．班固．兩都賦序：「雍容揄揚，著於後嗣。」文選．曹植．與楊德祖書：「辭賦小道，固未足以揄揚大義，彰示來世也。」近吹噓反抨擊","NA"
"yao2~ye4","yáo~yè","yao~ye","搖曳","摇曳","yew~yejH","*law~NA","NA","BR","NA","wafted aloft, drifting adangle; quivering termulously; (med.) free and unfettered","NA","NA"
"jiao3~liao3","jiǎo~liǎo","jiao~liao","摎蓼","摎蓼","kaewX~ljewX","*k-riw (dialect: *k-r- > *kr-)~NA","翏","BR","糾蓼","induce, lead on, drag out, draw forth","NA","NA"
"nao2~tiao1","náo~tiāo","nao~tiao","撓挑","挠挑","naewX~thew","*m-[q]ʰˤrewʔ~*l̥ˤew","手","BR","橈橈, 撓挑","fluently coiling, meandering, easy circuit","NA","NA"
"rao3~rang3","rǎo~rǎng","rao~rang","擾攘","扰攘","nyewX~nyangX","NA~*naŋ","手","BR","NA","welter of confusion, roiling weter, tumult and turmoil","紛亂。漢書．卷二十一．律曆志上：「戰國擾攘，秦兼天下。」三國演義．第二十回：「今四海擾攘之時，正當借田獵以講武。」近紛擾、騷動、騷擾反平靜","NA"
"cuan2~za2","cuán~zá","cuan~za","攢雜","攒杂","dzwan~dzop","NA~*[dz]ˤ[u]p","NA","BR","NA","clump and clustered","NA","NA"
"qi1~qu1","qī~qū","qi~qu","㩻䧢","㩻䧢","khje~khju","NA~NA","NA","BR","NA","(med.) sloped and slanted; precariously inclined","NA","morphology?"
"qi1~que1","qī~quē","qi~que","攲缺","攲缺","khje~khwet","NA~*Nə-[k]ʷʰˤet","NA","BR","NA","(med.) cleft and cloven","NA","NA"
"wang4~xiang1","wàng~xiāng","wang~xiang","旺相","旺相","hjwangH~sjang","NA~*[s]aŋ","NA","BR","NA","be in luck, by happy chance, favored by fortune","陰陽家指得時運。漢．王充．論衡．命祿：「春夏囚死，秋冬旺相，非能為之也。」通俗編．祝誦：「按陰陽家書五行，遞旺于四時，凡動作宜乘旺相之氣。如春三月則木旺、火相、土死、金囚、水休。夏三月則火旺、土相、金死、水囚、木休。故俗語以凡得時為旺相，生時為休囚也。」旺盛、興隆。元．李好古．張生煮海．第三折：「鍋裡水滿了也，再放這枚金錢在內，用水燒著，只要火氣十分旺相，一時間將此水煎滾起來。」醒世恆言．卷三十五．徐老僕義憤成家：「前日聞得你生意十分旺相，今番又趁若干利息？」","NA"
"ang2~zang2","áng~záng","ang~zang","昂藏","昂藏","ngang~dzangH","NA~*m-tsʰˤaŋ","NA","BR","NA","proud and redoubtable; high above the norm","氣宇軒昂。聊齋志異．卷一．葉生：「天下之昂藏，淪落如葉生其人者，亦復不少。」","NA"
"hun2~lun2","hún~lún","hun~lun","昆侖","昆仑","hwon~lwon","*[k]ˤu[n]~NA","NA","BR","渾淪","integral totality, undifferentiated wholeness","山脈名。見「崑崙山脈」條。山名。見「崑崙山」條。古代泛指中南半島南部及南洋群島一帶的居民。為現今的馬來人種。見舊唐書．卷一九七．南蠻西南蠻傳．林邑傳。稱皮膚黑的人。晉書．卷三十二．后妃傳下．孝武文李太后傳：「時后為宮人，在織坊中，形長而色黑，宮人皆謂之崑崙。」道家稱頭為「崑崙」。見宋．張君房．雲笈七籤．卷十二．上部經。","昆 hun2 also kun1 (MC kwon)"
"mei4~mo4","mèi~mò","mei~mo","昧莫","昧莫","mwojH~mak","*mˤ[u][t]-s~*mˤak","NA","BR","NA","wide-spread and spacious","NA","NA"
"tan2~luan2","tán~luán","tan~luan","曇欒","昙栾","dan~lwan","NA~*[m]ə.rˤon","木","BR","NA","slimly tapering; smoothly supple, gracile(ly), esp. of bamboo","NA","NA"
"tong2~meng2","tóng~méng","tong~meng","曈曚","曈曚","duwng~muwng","NA~NA","日","BR","曈曈, 曈曚, 曈曨","(med.) pale rays of the rising sun, growing gleam of sunrise","NA","NA"
"tong2~long2","tóng~lóng","tong~long","曈曨","曈曨","duwng~luwng","NA~NA","日","BR","曈曈, 曈曚, 曈曨","(med.) pale rays of the rising sun, growing gleam of sunrise","太陽初升時由暗而明的樣子。比喻文章由隱而顯。文選．陸機．文賦：「其致也，情曈曨而彌鮮，物昭晢而互進。」","NA"
"tang3~lang3","tǎng~lǎng","tang~lang","曭朗","曭朗","thangX~langX","NA~*k.rˤaŋʔ","NA","BR","NA","(med.) glimmering glow","NA","NA"
"tang3~mang3","tǎng~mǎng","tang~mang","曭莽","曭莽","thangX~mangX","NA~NA","NA","BR","NA","dulled and dusky, darkly shaded","NA","NA"
"man4~xian4","màn~xiàn","man~xian","曼羨","曼羡","mjonH~zjenH","*mˤa[n]-s~*s-N-qa[r]-s","NA","BR","NA","lost to sight; fading away into vagueness","盛大廣散。漢書．卷五十七．司馬相如傳下：「大漢之德，逢涌原泉，沕潏曼羨，旁魄四塞，雲布霧散，上暢九垓，下泝八埏。」","NA"
"pu3~su4","pǔ~sù","pu~su","朴簌","朴簌","phaewk~suwk","NA~NA","NA","BR","NA","(med.) falling in profusion; also, onom. of birds' wings in brisk flight, pfuut-suut","NA","NA"
"wu4~nie4","wù~niè","wu~nie","杌隉","杌陧","ngwot~nget","NA~NA","NA","BR","杌隉, 蘖卼, 阢隉","shaky and unsteady, teetering on the edge","NA","NA"
"yao3~miao3","yǎo~miǎo","yao~miao","杳眇","杳眇","'jewX~mjiewX","NA~*[m]ewʔ","NA","BR","杳眇, 窅眇","dark and dense; masked and mysterious","悠遠的樣子。文選．司馬相如．上林賦：「頫杳眇而無見，仰攀橑而捫天。」亦作「杳渺」。","NA"
"li4~lie4","lì~liè","li~lie","栗烈","栗烈","lit~ljet","*[r]i[t]~*[r]at","NA","BR","NA","shiveringly cold, frigid","寒冷。詩經．豳風．七月：「一之日觱發，二之日栗烈，無衣無褐，何以卒歲。」宋．范成大．思佛亭曉望詩：「栗烈剛風刮病眸，登臨何啻緩千憂。」亦作「慄冽」。","NA"
"an4~yan3","àn~yǎn","an~yan","案衍","案衍","'anH~yenX","*ʔˤa[n]-s~*N-q(r)anʔ","NA","BR","NA","rough, uneven, low-lying,shallow","低下。文選．司馬相如．子虛賦：「其南則有平原廣澤，登降陁靡，案衍壇曼。」不平的樣子。文選．司馬相如．上林賦：「荊吳鄭衛之聲，韶濩武象之樂，陰淫案衍之音。」文選．嵇康．琴賦：「清和條昶，案衍陸離。」","NA"
"xi1~xie4","xī~xiè","xi~xie","棲屑","栖屑","tshej~set","*s-nˤər~*s-lˤi[t]","NA","BR","NA","hustle and bustle, scurry and hurry","往來奔波不定。北史．卷三十八．裴駿傳：「高尚之事，非敢庶幾，但京師遼遠，實憚於棲屑耳。」唐．杜甫．詠懷詩二首之一：「疲苶苟懷策，棲屑無所施。」","NA"
"qi1~chi2","qī~chí","qi~chi","棲遲","栖迟","sej~drij","*s-nˤər~*l<r>ə[j]","NA","BR","NA","linger long","游息。詩經．陳風．衡門：「衡門之下，可以棲遲。」延續。淮南子．俶真：「棲遲至於昆吾夏后之世。」拙劣。三國志．卷七．魏書．臧洪傳：「陳留克創兵之謀，謀計棲遲，喪忠孝之名。」滯留。唐．劉長卿．長沙過賈誼宅詩：「三年謫宦此棲遲，萬古惟留楚客悲。」飄泊失意。唐．李賀．致酒行：「零落棲遲一杯酒，主人奉觴客長壽。」宋．陸游．上鄭宣撫啟：「某流落無歸，棲遲可歎。」","NA"
"pan2~bo2","pán~bó","pan~bo","槃礡","槃礴","ban~bak","NA~NA","NA","BR","NA","sit with legs outspread","NA","NA"
"ta4~la4","tà~là","ta~la","㯓臘","㯓腊","thap~lap","NA~*C.rˤap","NA","BR","NA","(med.) slippety-slop","NA","NA"
"lan2~gan1","lán~gān","lan~gan","欄杆","栏杆","lan~kan","NA~NA","木","BR","闌干","railing, barrier, barrister; criss-crossed","竹木或金屬條編成的柵欄。唐．李白．清平調三首之三：「解釋春風無限恨，沈香亭北倚欄杆。」近雕欄或稱為「闌干」、「闌檻」、「欄干」。在女子衣服的緣邊，以絲織成花紋交錯的裝飾物。似今日的蕾絲花邊。淚水縱橫的樣子。唐．白居易．長恨歌：「玉容寂寞淚欄杆，梨花一枝春帶雨。」","NA"
"xu1~xi1","xū~xī","xu~xi","歔欷","歔欷","xjo~xj+j","NA~NA","欠","BR","NA","break down in sobs, give way to tears, weep woefully; sigh sadly","悲泣抽噎。楚辭．東方朔．七諫．自悲：「泣歔欷而霑衿，厭白玉以為面兮。」唐．韓愈．祭田橫墓文：「非今世之所稀，孰為使余歔欷而不可禁。」亦作「噓唏」。","NA"
"xu1~xi1","xū~xī","xu~xi","歘吸","歘吸","xjut~xip","NA~*qʰ(r)əp","NA","BR","NA","in a flash and flicker, lickety-split","NA","NA"
"fen1~yun1","fēn~yūn","fen~yun","氛氳","氛氲","phjun~'jun","NA~NA","气","BR","雰氳","perfused and saturated; blanketing overcast full of vapors (snow, odors etc.)","NA","also synonymous with 雰雰 fen1fen1"
"wan2~lan2","wán~lán","wan~lan","汍瀾","汍澜","hwan~lan","NA~*[r]ˤanʔ","水","BR","NA","tears flowing full, dissolved in tears, tears swelling in waves","流淚、哭泣的樣子。文選．陸機．弔魏武帝文：「氣衝襟以嗚咽，涕垂睫而汍瀾。」宋．無名氏．李師師外傳：「知師師死狀，猶不自禁其涕泣之汍瀾也。」","NA"
"wan2~lan2","wán~lán","wan~lan","汍蘭","汍兰","hwan~lan","NA~*k.rˤan","NA","BR","NA","tears flowing full, dissolved in tears, tears swelling in waves","NA","NA"
"fa2~jie2","fá~jié","fa~jie","汎𣶏𣶏","汎𣶏𣶏","bjop~tsep","*[b](r)[u]m~NA","水","BR","NA","rushing and raging (of waves)","NA","汎 fa2 also fan4 (MC phjomH)"
"wang1~yang2","wāng~yáng","wang~yang","汪洋","汪洋","'wang~yang","*qʷˤaŋ~*ɢ(r)aŋ","水","BR","汪洋, 汪漾, 汪翔, 望洋","wide-eyed with wonder; shoreless and far-spreading, unplumbed profundity; vast and profound","水勢浩大。楚辭．王襃．九懷．蓄英：「臨淵兮汪洋，顧林兮忽荒。」比喻氣度寬宏。南朝梁．劉孝威．重光詩：「風神瀟落，容止汪洋。」唐．韋應物．郡齋雨中與諸文士燕集詩：「吳中盛文史，群彥今汪洋。」比喻文章氣勢盛大。新唐書．卷一七六．韓愈傳．贊曰：「橫騖別驅，汪洋大肆。」形容非常恢宏深廣。唐．沈佺期．則天門赦改年詩：「歌舞將金帛，汪洋被遠黎。」唐．韓愈．殿中侍御史李君墓誌銘：「其說汪洋奧美，關節開解。」","NA"
"wang1~yang4","wāng~yàng","wang~yang","汪漾","汪漾","'wang~yangX","*qʷˤaŋ~NA","水","BR","汪漾, 瀇漾, 汪洋, 汪翔","wide-eyed with wonder; shoreless and far-spreading, unplumbed profundity; vast and profound","NA","NA"
"wang1~xiang2","wāng~xiáng","wang~xiang","汪翔","汪翔","'wang~zjang","*qʷˤaŋ~*s.[ɢ]aŋ","NA","BR","汪洋, 汪漾, 汪翔, 望洋","wide-eyed with wonder; shoreless and far-spreading, unplumbed profundity; vast and profound","NA","NA"
"hang4~xie4","hàng~xiè","hang~xie","沆瀣","沆瀣","hangX~heajH","NA~NA","水","BR","NA","cold northern fogs, nighttime damps, coldest damps","露氣。楚辭．屈原．遠遊：「餐六氣而飲沆瀣兮，漱正陽而含朝霞。」比喻氣味相投。清．王鵬運．沁園春．詞汝來前詞：「唸百年歌哭，誰知我者？千秋沆瀣，若有人兮。」見「沆瀣一氣」條。","NA"
"ta4~he2","tà~hé","ta~he","沓合","沓合","dop~hop","*m-rˤəp~*kˤop","NA","BR","NA","blend and build, heap and hoard, collect and accumulate","重疊。南朝梁．江淹．橫吹賦：「山沓合而為一，雲逕逕而孤去。」","NA"
"wu4~mu4","wù~mù","wu~mu","沕穆","沕穆","mjut~mjuwk","NA~*m(r)iwk","NA","BR","NA","slight and subtle, fine and faint","沉穩婉約的樣子。史記．卷八十四．屈原賈生傳：「沕穆無窮兮，胡可勝言！」司馬貞．索隱：「沕穆，深微之貌。」唐．李白．明堂賦：「淳風沕穆，鴻恩滂洋。」","沕 wu4 also mi4 (MC mit)"
"fei4~wei4","fèi~wèi","fei~wei","沸渭","沸渭","phj+jH~hjw+jH","*Nə.p[u][t]-s~NA","水","BR","NA","frothing and foaming, seething; tumbling (waves)","NA","synonymous with 沸濆 fei1pen1"
"pao2~sou3","páo~sǒu","pao~sou","泡溲","泡溲","phaew~srjuw","NA~NA","水","BR","NA","foaming and frothing","NA","NA"
"xuan4~yun2","xuàn~yún","xuan~yun","泫沄","泫沄","hen~hjun","NA~NA","水","BR","NA","froth and foam","水之湧流如沸騰的樣子。文選．張衡．思玄賦：「揚芒熛而絳天兮，水泫沄而涌濤。」","NA"
"pan4~han4","pàn~hàn","pan~han","泮汗","泮汗","phanH~hanH","NA~*Cə.[g]ˤa[r]-s","水","BR","NA","overflowing flood, waters swelling and surging","水流廣大。文選．左思．吳都賦：「潰渱泮汗，滇㴐淼漫。」揮汗。漢．桓寬．鹽鐵論．散不足：「百姓或旦暮不贍，蠻夷或厭酒肉，黎民泮汗力作。」","not sure about morph"
"jiang4~dong4","jiàng~dòng","jiang~dong","洚洞","洚洞","huwng~duwngH","NA~NA","水","BR","NA","stretching endlessly","大水無邊無際的樣子。孟子．滕文公下．趙岐．注：「水逆行，洚洞無涯，故曰洚水也。」","NA"
"xiong1~yong3","xiōng~yǒng","xiong~yong","洶湧","汹湧","xjowng~yowngX","NA~NA","水","BR","NA","waves crashing and curling, bubble and boil, swell and billow","水流騰湧的樣子。唐．李白．當塗趙炎少府粉圖山水歌：「驚濤洶湧向何處？孤舟一去迷歸年。」近彭湃、澎湃亦作「洶涌」。形容氣勢盛大。唐．黃滔．融結為何嶽賦：「剛柔隨之而洶湧，嗜欲繼之而隆崇。」清．采蘅子．蟲鳴漫錄：「努目向人，勢甚洶湧。」近彭湃、澎湃亦作「洶涌」。喧鬧。清．和邦額．夜譚隨錄．卷一．碧碧：「有翁媼，率男婦六七輩，直入草堂，洶湧叫罵。」二十載繁華夢．第九回：「及到了門前，已聽得樓上人聲洶湧，巴不得三步登到樓上。」亦作「洶涌」。動盪不安。元．羅貫中．風雲會．第四折：「我想五代亂離，人心洶湧，今聖人一出，群妖頓息，不圖從此得見太平也。」明．郎瑛．七修類稿．卷十四．國事類．石亨姦黨：「事雖傳聞，信實顯著，人心洶湧，中外危疑。」水流騰涌的樣子。文選．司馬相如．上林賦：「沸乎暴怒，洶涌彭湃。」楚辭．劉向．九歎．逢紛：「波逢洶涌，濆滂沛兮。」近澎湃亦作「洶湧」。形容氣勢盛大。如：「洶涌的民主潮流，一舉沖垮了東歐共產國家的鐵幕。」近澎湃亦作「洶湧」。喧鬧。如：「中國餐館只要客人一多，就會顯得人聲洶涌，好不熱鬧！」亦作「洶湧」。","NA"
"hao4~han4","hào~hàn","hao~han","浩汗","浩汗","hawX~hanH","*[g]ˤuʔ~*Cə.[g]ˤa[r]-s","水","BR","浩瀚、滈瀚","endless, immeasurable, spacious; surging and streaming onward","水勢盛大的樣子。三國．魏．曹丕．濟川賦：「漫浩汗而難測，眇不睹其垠際。」晉書．卷五十六．孫楚傳：「遂因山陵積石之固，三江五湖浩汗無涯，假氣遊魂，迄茲四紀。」形容盛大繁多。南朝宋．劉義慶．世說新語．賞譽：「王司州與殷中軍語，歎云：『己之府奧，蚤已傾寫而見，殷陳勢浩汗，眾源未可得測。』」宋．蘇軾．上韓魏公論場務書：「然而其事宏闊浩汗，非可以倉卒輕言者。」","NA"
